player_id,surname,forename,player_name,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3
HenryPaul19880128,Henry,Paul,Paul Henry,,Midfielder,Defensive Midfield,,
HenshawErnie19101128,Henshaw,Ernie,Ernie Henshaw,Center Forward,,,,
HepburnMurphyRushian19980828,Hepburn-Murphy,Rushian,Rushian Hepburn-Murphy,,Forward,Centre-Forward,Second Striker,Right Winger
HeslopTom,Heslop,Tom,Tom Heslop,Left Half,,,,
HeweltMateusz19960923,Hewelt,Mateusz,Mateusz Hewelt,,Goalkeeper,Goalkeeper,,
HeydonJackie19281019,Heydon,Jackie,Jackie Heydon,Right Half,,,,
HeywoodBert31913,Heywood,Bert,Bert Heywood,Outside Right,,,,
HicksonDave19291030,Hickson,Dave,Dave Hickson,Center Forward,,Centre-Forward,,
HigdonMichael19830902,Higdon,Michael,Michael Higdon,,Forward,Centre-Forward,Second Striker,Right Winger
HigginsDave19610819,Higgins,Dave,Dave Higgins,Central Defender,Defender,Centre-Back,,
HilditchMark19600820,Hilditch,Mark,Mark Hilditch,Center Forward,,Centre-Forward,,
HillAlan19330701,Hill,Alan,Alan Hill,Outside Left,,,,
HillClint19781019,Hill,Clint,Clint Hill,,Defender,Centre-Back,Left-Back,
HillMandy19400215,Hill,Mandy,Mandy Hill,Outside Right,,Right Winger,,
HillMatt19810326,Hill,Matt,Matt Hill,,Defender,Left-Back,,
HillReginald1907,Hill,Reginald,Reginald Hill,Center Half,,,,
HiltonHarold18891113,Hilton,Harold,Harold Hilton,Inside Right,,,,
HinchJimmy19471108,Hinch,Jimmy,Jimmy Hinch,Center Forward,,,,
HinchliffeBen19881009,Hinchliffe,Ben,Ben Hinchliffe,,Goalkeeper,Goalkeeper,,
HindsRichard19800822,Hinds,Richard,Richard Hinds,,Defender,Centre-Back,Right-Back,
HockenhullBen20010903,Hockenhull,Ben,Ben Hockenhull,,Defender,Centre-Back,,
HodgsonLaurie19170119,Hodgson,Laurie,Laurie Hodgson,Fullback,,,,
HoganLiam19890208,Hogan,Liam,Liam Hogan,,Defender,Centre-Back,Right-Back,
HolderAlan19311210,Holder,Alan,Alan Holder,Forward,,,,
HollifieldMike19610502,Hollifield,Mike,Mike Hollifield,Fullback,,,,
HolmesDanny19890106,Holmes,Danny,Danny Holmes,,Defender,Right-Back,Left-Back,Centre-Back
HolnessMarcus19881208,Holness,Marcus,Marcus Holness,,Defender,Centre-Back,,
HoodJackie19380108,Hood,Jackie,Jackie Hood,Inside Forward,,,,
HopkinsonSamuel19020209,Hopkinson,Samuel,Samuel Hopkinson,Left Half,,,,
HornbyEric19230331,Hornby,Eric,Eric Hornby,Fullback,,,,
HorwoodEvan19860310,Horwood,Evan,Evan Horwood,,Defender,Left-Back,,
HorwoodNeil19640804,Horwood,Neil,Neil Horwood,Center Forward,,,,
HotiFlorent20001211,Hoti,Florent,Florent Hoti,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield
HowarthRussell19820327,Howarth,Russell,Russell Howarth,,Goalkeeper,Goalkeeper,,
HudsonGeorge19370314,Hudson,George,George Hudson,Center Forward,,Centre-Forward,,
HughesDavid19430427,Hughes,David,David Hughes,Winger,,,,
HughesJeff19850529,Hughes,Jeff,Jeff Hughes,,Midfielder,Central Midfield,Left Midfield,Left-Back
HughesMark19620203,Hughes,Mark,Mark Hughes,Central Defender,,Centre-Back,Sweeper,
HughesRhys20010921,Hughes,Rhys,Rhys Hughes,,Midfielder,Central Midfield,Left Midfield,Right Midfield
HughesThomas,Hughes,Thomas,Thomas Hughes,Outside Left,,,,
HugillJordan19920604,Hugill,Jordan,Jordan Hugill,,Forward,Centre-Forward,,
HumeIain19831030,Hume,Iain,Iain Hume,,Forward,Centre-Forward,,
HuntRobert,Hunt,Robert,Robert Hunt,Outside Right,,,,
HutchinsonBobby19530619,Hutchinson,Bobby,Bobby Hutchinson,Midfielder,,,,
HyamJames,Hyam,James,James Hyam,Center Forward,,,,
IcetonLloyd19200330,Iceton,Lloyd,Lloyd Iceton,Outside Left,,,,
IhiekweMichael19921120,Ihiekwe,Michael,Michael Ihiekwe,,Defender,Centre-Back,Right-Back,
IlesanmiSam19980713,Ilesanmi,Sam,Sam Ilesanmi,,Forward,Centre-Forward,,
ImlachMike19620919,Imlach,Mike,Mike Imlach,Defender,,,,
IronsKenny19701104,Irons,Kenny,Kenny Irons,Midfielder,Midfielder,Attacking Midfield,,
JackAndrew19230630,Jack,Andrew,Andrew Jack,Center Forward,,,,
JacksonArchie19010125,Jackson,Archie,Archie Jackson,Center Half,,,,
JacksonDavid19370123,Jackson,David,David Jackson,Inside Forward,,,,
JacksonGeorge18930617,Jackson,George,George Jackson,Fullback,,,,
JacksonJimmy18960414,Jackson,Jimmy,Jimmy Jackson,Inside Forward,,,,
JacksonMarlon19901206,Jackson,Marlon,Marlon Jackson,,Forward,Centre-Forward,Left Winger,Right Winger
JacksonMike19731204,Jackson,Mike,Mike Jackson,,Defender,Centre-Back,,
JacksonPeter19370123,Jackson,Peter,Peter Jackson,Center Half,,Centre-Back,Defensive Midfield,
JacksonWiliam19241208,Jackson,Wiliam,Wiliam Jackson,Half Back,,,,
JacksonWilliam,Jackson,William,William Jackson,Fullback,,,,
JagoBen19960904,Jago,Ben,Ben Jago,,Midfielder,Right Midfield,Right-Back,
JahraldoMartinCalaum19930427,Jahraldo-Martin,Calaum,Calaum Jahraldo-Martin,,Forward,Right Winger,Left Winger,
JamesJohn19481024,James,John,John James,Forward,,,,
JamesOliver19870113,James,Oliver,Oliver James,,Midfielder,Central Midfield,Centre-Back,
JamesonKyle19980911,Jameson,Kyle,Kyle Jameson,,Defender,Centre-Back,Left-Back,
JeffesAlbert18971001,Jeffes,Albert,Albert Jeffes,Half Back,,,,
JenningsConnor19911029,Jennings,Connor,Connor Jennings,,Forward,Centre-Forward,Left Winger,Right Winger
JenningsDale19921221,Jennings,Dale,Dale Jennings,,Midfielder,Left Winger,Centre-Forward,Right Winger
JenningsSteven19841028,Jennings,Steven,Steven Jennings,,Midfielder,Central Midfield,Defensive Midfield,
JervisJake19910917,Jervis,Jake,Jake Jervis,,Forward,Centre-Forward,Right Winger,Left Winger
JobsonRichard19630509,Jobson,Richard,Richard Jobson,,Defender,Centre-Back,,
JohnsonBrian19481029,Johnson,Brian,Brian Johnson,Half Back,,,,
JohnsonDanny19930228,Johnson,Danny,Danny Johnson,,Forward,Centre-Forward,,
JohnsonDavid19510417,Johnson,David,David Johnson,Goalkeeper,,,,
JohnsonDickie19530220,Johnson,Dickie,Dickie Johnson,Goalkeeper,,Goalkeeper,,
JohnsonJohn19880916,Johnson,John,John Johnson,,Defender,Centre-Back,Right-Back,
JohnsonJohn41906,Johnson,John,John Johnson,Half Back,,,,
JohnstonMichael19871216,Johnston,Michael,Michael Johnston,,Defender,Centre-Back,Left-Back,Right-Back
JohnstoneRobert19180913,Johnstone,Robert,Robert Johnstone,Fullback,,,,
JolleyCharlie19360303,Jolley,Charlie,Charlie Jolley,Center Forward,,,,
JolleyCharlie20010113,Jolley,Charlie,Charlie Jolley,,Forward,Centre-Forward,,
JonesAndrai19920101,Jones,Andrai,Andrai Jones,,Defender,Attacking Midfield,Central Midfield,Right Midfield
JonesBen20001129,Jones,Ben,Ben Jones,,Goalkeeper,Goalkeeper,,
JonesBenny19200323,Jones,Benny,Benny Jones,Winger,,,,
JonesDerek19290424,Jones,Derek,Derek Jones,Fullback,,,,
JonesEthan19980404,Jones,Ethan,Ethan Jones,,Forward,Centre-Forward,,
JonesEthan20041016,Jones,Ethan,Ethan Jones,,Defender,Central Midfield,Attacking Midfield,
JonesGary19750510,Jones,Gary,Gary Jones,Center Forward,Midfielder,Central Midfield,Striker,Centre-Back
JonesGwyn11912,Jones,Gwyn,Gwyn Jones,Left Back,,,,
JonesGwyn19120221,Jones,Gwyn,Gwyn Jones,,,,,
JonesLee19730529,Jones,Lee,Lee Jones,Forward,Forward,Centre-Forward,,
JonesLes19401109,Jones,Les,Les Jones,Inside Right,,Second Striker,,
JonesMartin19750327,Jones,Martin,Martin Jones,Goalkeeper,,,,
JonesMike19870815,Jones,Mike,Mike Jones,,Midfielder,Central Midfield,Left Midfield,Right Midfield
JonesOssie19090115,Jones,Ossie,Ossie Jones,Inside Right,,,,
JonesRobert1911,Jones,Robert,Robert Jones,Left Back,,,,
JonesTommy19091206,Jones,Tommy,Tommy Jones,Outside Right,,,,
JoyBrian19510226,Joy,Brian,Brian Joy,Fullback,,,,
KaneOusmane20010723,Kané,Ousmane,Ousmane Kané,,,Defensive Midfield,Central Midfield,
KanéOusmane20010723,Kané,Ousmane,Ousmane Kané,,Midfielder,,,
KayAntony19821021,Kay,Antony,Antony Kay,,Defender,Defensive Midfield,Centre-Back,Central Midfield
KayJosh19970130,Kay,Josh,Josh Kay,,Midfielder,Left Midfield,Central Midfield,Right Midfield
KayMichael19890912,Kay,Michael,Michael Kay,,Defender,Right-Back,Centre-Back,
KearneySidney19170328,Kearney,Sidney,Sidney Kearney,Inside Left,,,,
KearnsJack19140104,Kearns,Jack,Jack Kearns,,,,,
KearnsJack1915,Kearns,Jack,Jack Kearns,Right Back,,,,
KellyCharles18940614,Kelly,Charles,Charles Kelly,Inside Right,,,,
KellyDavid19651125,Kelly,David,David Kelly,,Forward,Centre-Forward,,
KellyJohn19601020,Kelly,John,John Kelly,Inside Forward,,,,
KellyNoel19211228,Kelly,Noel,Noel Kelly,Inside Forward,,,,
KellyRobert19641221,Kelly,Robert,Robert Kelly,Midfielder,,,,
KennaJeff19700827,Kenna,Jeff,Jeff Kenna,,Defender,Right-Back,Left-Back,
KennedyAndy18950901,Kennedy,Andy,Andy Kennedy,Left Back,,,,
KennedyDavid19490214,Kennedy,David,David Kennedy,Outside Right,,,,
KennedyJack,Kennedy,Jack,Jack Kennedy,Inside Left,,,,
KennedyMatthew19941101,Kennedy,Matthew,Matthew Kennedy,,Forward,Left Winger,Right Winger,Centre-Forward
KennedyPeter,Kennedy,Peter,Peter Kennedy,,,Goalkeeper,,
KennyBilly19511023,Kenny,Billy,Billy Kenny,Midfielder,,,,
KenworthyJon19740818,Kenworthy,Jon,Jon Kenworthy,Outside Right,,,,
KerrJohn19591123,Kerr,John,John Kerr,Center Forward,,Centre-Forward,,
KhanOtis19950905,Khan,Otis,Otis Khan,,Midfielder,Left Winger,Right Midfield,Left Midfield
KiddJackie19360115,Kidd,Jackie,Jackie Kidd,Forward,,,,
KieranLen19260725,Kieran,Len,Len Kieran,Left Half,,,,
KimberleyJohn21899,Kimberley,John,John Kimberley,Center Forward,,,,
KingAlan19450118,King,Alan,Alan King,Left Half,,Centre-Back,Defensive Midfield,
KingHerbert11911,King,Herbert,Herbert King,Inside Forward,,,,
KingJohnny19380415,King,Johnny,Johnny King,Wing Half,,Central Midfield,,
KinsellaPat19431108,Kinsella,Pat,Pat Kinsella,Forward,,,,
KirbyJake19940509,Kirby,Jake,Jake Kirby,,Midfielder,Right Midfield,Left Midfield,
KirbyNya20000131,Kirby,Nya,Nya Kirby,,Midfielder,Central Midfield,Attacking Midfield,Left Midfield
KitchingHarry31905,Kitching,Harry,Harry Kitching,Inside Forward,,,,
KnappTony19361013,Knapp,Tony,Tony Knapp,Center Half,,,,
KnightPercivalNat19870331,Knight-Percival,Nat,Nat Knight-Percival,,Defender,Centre-Back,Left-Back,
KoumasJason19790925,Koumas,Jason,Jason Koumas,,Midfielder,Attacking Midfield,Left Winger,Right Winger
KubickiDariusz19630606,Kubicki,Dariusz,Dariusz Kubicki,,Defender,Right-Back,Left-Back,
LabadieJoss19900830,Labadie,Joss,Joss Labadie,,Midfielder,Central Midfield,Defensive Midfield,Attacking Midfield
LaceyLuis20050109,Lacey,Luis,Luis Lacey,,,Left-Back,Left Winger,Central Midfield
LairdMarc19860123,Laird,Marc,Marc Laird,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield
LambHarry19250603,Lamb,Harry,Harry Lamb,Forward,,,,
LamontBill19261225,Lamont,Bill,Bill Lamont,Fullback,,,,
LancasterDes19370716,Lancaster,Des,Des Lancaster,Outside Left,,,,
LaneFrankie19480720,Lane,Frankie,Frankie Lane,Goalkeeper,,,,
LawrenceTommy19400514,Lawrence,Tommy,Tommy Lawrence,Goalkeeper,,Goalkeeper,,
LeCornuCraig19600917,Le Cornu,Craig,Craig Le Cornu,Midfielder,,,,
LeakeJake20030220,Leake,Jake,Jake Leake,,Defender,Left-Back,,
LearyRex41897,Leary,Rex,Rex Leary,Center Half,,,,
LeeAndy19620914,Lee,Andy,Andy Lee,Midfielder,,,,
LeemingCliff19200202,Leeming,Cliff,Cliff Leeming,Inside Forward,,,,
LeonardMark19620927,Leonard,Mark,Mark Leonard,Center Forward,,,,
LeslieAlex1902,Leslie,Alex,Alex Leslie,Right Half,,,,
LewinsGeorge19060716,Lewins,George,George Lewins,Right Back,,,,
LewisCyril19090410,Lewis,Cyril,Cyril Lewis,Outside Right,,,,
LewisGinger11902,Lewis,Ginger,Ginger Lewis,Left Half,,,,
LewisJoseph,Lewis,Joseph,Joseph Lewis,Right Back,,,,
LewisNorman19080613,Lewis,Norman,Norman Lewis,Goalkeeper,,Goalkeeper,,
LewisPaul19941217,Lewis,Paul,Paul Lewis,,Midfielder,Central Midfield,Attacking Midfield,Right Midfield
LeylandHarry19300512,Leyland,Harry,Harry Leyland,Goalkeeper,,Goalkeeper,,
LinwoodPaul19831024,Linwood,Paul,Paul Linwood,,Defender,Centre-Back,,
LittlehalesHarry19010826,Littlehales,Harry,Harry Littlehales,Inside Forward,,,,
LivingstoneDuggie18980225,Livingstone,Duggie,Duggie Livingstone,Left Back,,,,
LloydDanny19911203,Lloyd,Danny,Danny Lloyd,,Midfielder,Centre-Forward,Right Winger,Left Winger
LloydEvan,Lloyd,Evan,Evan Lloyd,Center Forward,,,,
LloydHarold19200312,Lloyd,Harold,Harold Lloyd,Goalkeeper,,,,
LoganShaleum19880129,Logan,Shaleum,Shaleum Logan,,Defender,Right-Back,Right Midfield,Left-Back
LomaxArthur20040517,Lomax,Arthur,Arthur Lomax,,Midfielder,Attacking Midfield,Right Midfield,Left Midfield
LomaxJohn,Lomax,John,John Lomax,Inside Left,,,,
LongNick20010110,Long,Nick,Nick Long,,,Centre-Back,,
LoranTyrone19810629,Loran,Tyrone,Tyrone Loran,,Defender,Right-Back,Centre-Back,
LorensonRoy19320408,Lorenson,Roy,Roy Lorenson,Center Half,,,,
LornieJack19390302,Lornie,Jack,Jack Lornie,Outside Right,,,,
LoweRyan19780918,Lowe,Ryan,Ryan Lowe,,Forward,Centre-Forward,Second Striker,Right Winger
LoydenEddie19451222,Loyden,Eddie,Eddie Loyden,Center Forward,,Centre-Forward,,
LucyCallum19881109,Lucy,Callum,Callum Lucy,,Midfielder,,,
LucyCallum19981109,Lucy,Callum,Callum Lucy,,,Central Midfield,Attacking Midfield,Defensive Midfield
LumbyJim19541002,Lumby,Jim,Jim Lumby,Forward,,,,
MacDonaldCalum19971218,MacDonald,Calum,Calum MacDonald,,Defender,Left-Back,,
MacDonaldJohn19210901,MacDonald,John,John MacDonald,Fullback,,,,
MacDonaldWillie,MacDonald,Willie,Willie MacDonald,Inside Right,,,,
MacNameeJohn19420731,MacNamee,John,John MacNamee,Winger,,,,
MacauleyJosh19910302,Macauley,Josh,Josh Macauley,,Forward,Centre-Forward,,
MackayWilliam,Mackay,William,William Mackay,Outside Right,,,,
MackrethJack19920413,Mackreth,Jack,Jack Mackreth,,Forward,Right Midfield,Central Midfield,
MaddocksEmlyn19170706,Maddocks,Emlyn,Emlyn Maddocks,Center Forward,,,,
MaddoxJacob19981103,Maddox,Jacob,Jacob Maddox,,Midfielder,Attacking Midfield,Right Midfield,Left Midfield
MadjoGuy19840601,Madjo,Guy,Guy Madjo,,Forward,Centre-Forward,,
MaguireJoe19960118,Maguire,Joe,Joe Maguire,,Defender,Left-Back,Centre-Back,Right-Back
MaherAiden19461201,Maher,Aiden,Aiden Maher,Outside Left,,,,
MaherBen19950928,Maher,Ben,Ben Maher,,Midfielder,Central Midfield,Centre-Forward,Right-Back
MaherCyril21918,Maher,Cyril,Cyril Maher,Outside Right,,,,
MahonAlan19780404,Mahon,Alan,Alan Mahon,Midfielder,Midfielder,Left Midfield,Attacking Midfield,
MajorBill19110114,Major,Bill,Bill Major,Center Half,,,,
MalcolmJohn19170520,Malcolm,John,John Malcolm,Half Back,,,,
MalkinChris19670604,Malkin,Chris,Chris Malkin,Striker,,Centre-Forward,,
ManganAndy19860830,Mangan,Andy,Andy Mangan,,Forward,Centre-Forward,Right Winger,Left Winger
ManningJohn19401211,Manning,John,John Manning,Center Forward,,,,
MantomSam19920220,Mantom,Sam,Sam Mantom,,Midfielder,Central Midfield,Defensive Midfield,
MargettsJohnny19930928,Margetts,Johnny,Johnny Margetts,,Forward,Centre-Forward,Second Striker,
MarquisFred18990615,Marquis,Fred,Fred Marquis,Center Forward,,,,
MartinBarrie19350929,Martin,Barrie,Barrie Martin,Left Back,,Left-Back,,
MartinDavid19860122,Martin,David,David Martin,,Goalkeeper,Goalkeeper,,
MartindaleDave19640409,Martindale,Dave,Dave Martindale,Midfielder,,Central Midfield,Defensive Midfield,
MathiasRay19461213,Mathias,Ray,Ray Mathias,Fullback,,Right-Back,,
MatiasPedroMiguel19731011,Matias,Pedro Miguel,Pedro Miguel Matias,,Midfielder,Left Winger,,
MatthewsVince18960115,Matthews,Vince,Vince Matthews,Center Half,,,,
MaynardLois19890122,Maynard,Lois,Lois Maynard,,Defender,Defensive Midfield,Central Midfield,Centre-Back
MaynardNicky19861211,Maynard,Nicky,Nicky Maynard,,Forward,Centre-Forward,Left Winger,Right Winger
MayorDanny19901018,Mayor,Danny,Danny Mayor,,Midfielder,Central Midfield,Left Midfield,Attacking Midfield
MaysonJohn19081024,Mayson,John,John Mayson,Outside Left,,,,
McAlearReece20020212,McAlear,Reece,Reece McAlear,,Midfielder,Central Midfield,Defensive Midfield,
McAteerJason19710618,McAteer,Jason,Jason McAteer,,Midfielder,Right Midfield,Central Midfield,Right-Back
McAuleyHughie19530108,McAuley,Hughie,Hughie McAuley,Outside Left,,Left Winger,,
McBennettSeamus19251116,McBennett,Seamus,Seamus McBennett,Outside Right,,,,
McBurneyMike19530912,McBurney,Mike,Mike McBurney,Forward,,,,
McCarrickMark19620204,McCarrick,Mark,Mark McCarrick,Left Back,,Left-Back,,
McChrystalMark19840626,McChrystal,Mark,Mark McChrystal,,Defender,Centre-Back,,
McCreadyChris19810905,McCready,Chris,Chris McCready,,Defender,Centre-Back,Left-Back,Right-Back
McCulloughLuke19940215,McCullough,Luke,Luke McCullough,,Defender,Centre-Back,Defensive Midfield,Right-Back
McDevittKenny19290304,McDevitt,Kenny,Kenny McDevitt,Outside Right,,,,
McDonaghGerry19980214,McDonagh,Gerry,Gerry McDonagh,,Forward,Centre-Forward,,
McDonaldClayton19881206,McDonald,Clayton,Clayton McDonald,,Defender,Centre-Back,,
McDonnellCharlie19360715,McDonnell,Charlie,Charlie McDonnell,Inside Forward,,,,
McEveleyJames19850211,McEveley,James,James McEveley,,Defender,Centre-Back,Left-Back,
McFarlandRoy19480405,McFarland,Roy,Roy McFarland,Center Half,,,,
McGaheyHarrison19950926,McGahey,Harrison,Harrison McGahey,,Defender,Centre-Back,Right-Back,
McGeeLuke19950902,McGee,Luke,Luke McGee,,Goalkeeper,Goalkeeper,,
McGibbonPat19730906,McGibbon,Pat,Pat McGibbon,,Defender,Centre-Back,,
McGintySean19930811,McGinty,Sean,Sean McGinty,,Defender,Centre-Back,Left-Back,
McGraeJoe19031024,McGrae,Joe,Joe McGrae,Left Half,,,,
McGrealJohn19720602,McGreal,John,John McGreal,Central Defender,Defender,Centre-Back,,
McGuganJackie19390612,McGugan,Jackie,Jackie McGugan,Center Half,,,,
McGuireJamie19831113,McGuire,Jamie,Jamie McGuire,,Midfielder,Central Midfield,Defensive Midfield,
McGuireReg19590824,McGuire,Reg,Reg McGuire,Defender,,,,
McGurkAdam19890124,McGurk,Adam,Adam McGurk,,Forward,Centre-Forward,Left Winger,Right Winger
McIntyreKevin19771223,McIntyre,Kevin,Kevin McIntyre,,Defender,Left-Back,Central Midfield,
McKayJames19180611,McKay,James,James McKay,Center Forward,,,,
McKennaKenny19600702,McKenna,Kenny,Kenny McKenna,Center Forward,,,,
McLarenHugh19010113,McLaren,Hugh,Hugh McLaren,Right Half,,,,
McLarenPaul19761117,McLaren,Paul,Paul McLaren,,Midfielder,Central Midfield,,
McLellanAlistair19220416,McLellan,Alistair,Alistair McLellan,Inside Forward,,,,
McMahonJohn19491207,McMahon,John,John McMahon,Fullback,,,,
McManamanCallum19910425,McManaman,Callum,Callum McManaman,,Midfielder,Right Winger,Left Winger,Second Striker
McManusEric19501114,McManus,Eric,Eric McManus,Goalkeeper,,,,
McMullenIan19651117,McMullen,Ian,Ian McMullen,Forward,,,,
McMurrayTom19110724,McMurray,Tom,Tom McMurray,Outside Right,,,,
McNabNeil19570604,McNab,Neil,Neil McNab,Midfielder,,Right Midfield,Central Midfield,Left Midfield
McNamaraDennis19350308,McNamara,Dennis,Dennis McNamara,Outside Right,,,,
McNultyJim19850213,McNulty,Jim,Jim McNulty,,Defender,Centre-Back,Left-Back,
McNultySteve19830926,McNulty,Steve,Steve McNulty,,Defender,Centre-Back,,
McPakeJosh20010831,McPake,Josh,Josh McPake,,Midfielder,Right Midfield,Right Winger,Left Winger
McVicarDon19621106,McVicar,Don,Don McVicar,Defender,,,,
McWeeneyShane19891014,McWeeney,Shane,Shane McWeeney,,Goalkeeper,Goalkeeper,,
MeacockBob19100726,Meacock,Bob,Bob Meacock,Right Half,,,,
MekkiAdam19911224,Mekki,Adam,Adam Mekki,,Midfielder,Left Midfield,Right Midfield,Attacking Midfield
MellonMicky19720318,Mellon,Micky,Micky Mellon,,Midfielder,Central Midfield,,
MendyArnaud19900210,Mendy,Arnaud,Arnaud Mendy,,Midfielder,Central Midfield,Centre-Back,Right Midfield
MercerJoe18900721,Mercer,Joe,Joe Mercer,Center Half,,,,
MerrieChris19981102,Merrie,Chris,Chris Merrie,,Midfielder,Central Midfield,Defensive Midfield,
MestonSammy19020530,Meston,Sammy,Sammy Meston,Outside Right,,,,
MillerAlforth19140927,Miller,Alforth,Alforth Miller,Inside Right,,,,
MillerDave19640108,Miller,Dave,Dave Miller,Midfielder,,,,
MillerIshmael19870305,Miller,Ishmael,Ishmael Miller,,Forward,Centre-Forward,,
MillerWilliam19100719,Miller,William,William Miller,Inside Right,,,,
MillingtonRalph19300618,Millington,Ralph,Ralph Millington,Center Half,,,,
MilnerJimmy19330203,Milner,Jimmy,Jimmy Milner,Forward,,,,
MilnesCharles21885,Milnes,Charles,Charles Milnes,Center Half,,,,
MiottoSimon19690905,Miotto,Simon,Simon Miotto,,Goalkeeper,Goalkeeper,,
MitchellBarrie19470315,Mitchell,Barrie,Barrie Mitchell,Forward,,,,
MitchellFrank18900525,Mitchell,Frank,Frank Mitchell,Goalkeeper,,,,
MolyneuxBernard19330917,Molyneux,Bernard,Bernard Molyneux,Fullback,,,,
MolyneuxFred19440725,Molyneux,Fred,Fred Molyneux,Center Half,,Centre-Back,,
MolyneuxLee19890224,Molyneux,Lee,Lee Molyneux,,Midfielder,Left Midfield,Left-Back,Central Midfield
MontheEmmanuel19950126,Monthe,Emmanuel,Emmanuel Monthe,,Defender,Centre-Back,Left-Back,
MooneyJason19890226,Mooney,Jason,Jason Mooney,,Goalkeeper,Goalkeeper,,
MooneyKevin19590823,Mooney,Kevin,Kevin Mooney,Defender,,Centre-Back,,
MoorcroftDave19470316,Moorcroft,Dave,Dave Moorcroft,Wing Half,,,,
MooreEric19260716,Moore,Eric,Eric Moore,Left Back,,,,
MooreMalcolm19481218,Moore,Malcolm,Malcolm Moore,Center Forward,,Centre-Forward,,
MoorePatrick1909,Moore,Patrick,Patrick Moore,Center Half,,,,
MooreRonnie19530129,Moore,Ronnie,Ronnie Moore,Center Forward,,Centre-Forward,,
MoorhouseGeorge19010404,Moorhouse,George,George Moorhouse,Outside Left,,,,
MoranAndy19791007,Moran,Andy,Andy Moran,,,Centre-Forward,,
MoretonJimmy18910922,Moreton,Jimmy,Jimmy Moreton,Outside Right,,,,
MorganAlan19731102,Morgan,Alan,Alan Morgan,Midfielder,Defender,Central Midfield,,
MorleyBrian19601004,Morley,Brian,Brian Morley,Defender,,,,
MorrisCallum19920901,Morris,Callum,Callum Morris,,Midfielder,Central Midfield,Right Midfield,Attacking Midfield
MorrisKieron19940603,Morris,Kieron,Kieron Morris,,Midfielder,Right Midfield,Left Winger,Attacking Midfield
MorrisseyJohnny19650308,Morrissey,Johnny,Johnny Morrissey,Outside Right,Forward,Right Winger,Left Winger,
MorrowSam19850303,Morrow,Sam,Sam Morrow,,Forward,Centre-Forward,,
MottleyHenryDylan19970802,Mottley-Henry,Dylan,Dylan Mottley-Henry,,Midfielder,Right Midfield,Left Midfield,Attacking Midfield
MountfieldDerek19621102,Mountfield,Derek,Derek Mountfield,Center Half,,,,
MuirIan19630505,Muir,Ian,Ian Muir,Striker,,Second Striker,Attacking Midfield,
MulkerrinJimmy19311225,Mulkerrin,Jimmy,Jimmy Mulkerrin,Inside Forward,,,,
MullinJohn19750811,Mullin,John,John Mullin,,Midfielder,Right Winger,,
MullinPaul19941106,Mullin,Paul,Paul Mullin,,Forward,Centre-Forward,Second Striker,Right Winger
MumbongoJoel19990109,Mumbongo,Joel,Joel Mumbongo,,Forward,Centre-Forward,,
MungallSteve19580522,Mungall,Steve,Steve Mungall,Fullback,Defender,Right-Back,Centre-Back,
MurphyBill18950323,Murphy,Bill,Bill Murphy,Outside Left,,,,
MurphyJoe19810821,Murphy,Joe,Joe Murphy,,Goalkeeper,Goalkeeper,,
MurrayEddie19620710,Murray,Eddie,Eddie Murray,Outside Right,,,,
MurrayMatt19810502,Murray,Matt,Matt Murray,,Goalkeeper,Goalkeeper,,
MurrayTommy19330114,Murray,Tommy,Tommy Murray,Outside Right,,,,
MusuambaHarrison20020520,Musuamba,Harrison,Harrison Musuamba,,Defender,,,
MycockTom19230822,Mycock,Tom,Tom Mycock,Inside Forward,,,,
MyhreThomas19731016,Myhre,Thomas,Thomas Myhre,,Goalkeeper,Goalkeeper,,
MyrieWilliamsJennison19880517,Myrie-Williams,Jennison,Jennison Myrie-Williams,,Midfielder,Right Winger,Left Winger,
NDiayeSeyni19730601,N'Diaye,Seyni,Seyni N'Diaye,,Forward,Center-Forward,,
NavarroAlan19810531,Navarro,Alan,Alan Navarro,,Midfielder,Defensive Midfield,Central Midfield,Left Midfield
NaylorTommy,Naylor,Tommy,Tommy Naylor,Fullback,,,,
NeillTommy19301003,Neill,Tommy,Tommy Neill,Wing Half,,Central Midfield,,
NelsonSid19960101,Nelson,Sid,Sid Nelson,,Defender,Centre-Back,Right-Back,
NevinPat19630906,Nevin,Pat,Pat Nevin,Winger,Forward,Right Winger,Left Winger,Centre-Forward
NevittElliott19961030,Nevitt,Elliott,Elliott Nevitt,,Forward,Centre-Forward,,
NewtonPercy,Newton,Percy,Percy Newton,Center Half,,,,
NicholsonShane19700603,Nicholson,Shane,Shane Nicholson,,Defender,Left-Back,,
NielsenGunnar19861007,Nielsen,Gunnar,Gunnar Nielsen,,Goalkeeper,Goalkeeper,,
NightingaleDavid19270815,Nightingale,David,David Nightingale,Right Back,,,,
NivenJames18970908,Niven,James,James Niven,Left Back,,,,
NixonEric19621004,Nixon,Eric,Eric Nixon,Goalkeeper,Goalkeeper,Goalkeeper,,
NolanIan19700709,Nolan,Ian,Ian Nolan,Fullback,,Left-Back,Right-Back,
NolanJon19920422,Nolan,Jon,Jon Nolan,,Midfielder,Central Midfield,Attacking Midfield,Defensive Midfield
